key_0,pokedex_number,name,date_published,generation,status,type_number,type_1,type_2,height_m,weight_kg,abilities_number,ability_1,ability_2,ability_hidden,total_points,hp,attack,defense,sp_attack,sp_defense,speed,catch_rate,base_experience,percentage_male,Experience to level 100
572,483,Dialga,2006,4,Legendary,2,Steel,Dragon,5.4,683.0,2,Pressure,,Telepathy,680.0,100.0,120.0,120.0,150.0,100.0,90.0,3.0,306.0,,1250000
573,484,Palkia,2006,4,Legendary,2,Water,Dragon,4.2,336.0,2,Pressure,,Telepathy,680.0,90.0,120.0,100.0,150.0,120.0,100.0,3.0,306.0,,1250000
574,485,Heatran,2006,4,Sub Legendary,2,Fire,Steel,1.7,430.0,2,Flash Fire,,Flame Body,600.0,91.0,90.0,106.0,130.0,106.0,77.0,3.0,270.0,50.0,1250000
575,486,Regigigas,2006,4,Sub Legendary,1,Normal,,3.7,420.0,1,Slow Start,,,670.0,110.0,160.0,110.0,80.0,110.0,100.0,3.0,302.0,,1250000
576,487,Giratina Altered Forme,2006,4,Legendary,2,Ghost,Dragon,4.5,750.0,2,Pressure,,Telepathy,680.0,150.0,100.0,120.0,100.0,120.0,90.0,3.0,306.0,,1250000
577,487,Giratina Origin Forme,2006,4,Legendary,2,Ghost,Dragon,6.9,650.0,1,Levitate,,,680.0,150.0,120.0,100.0,120.0,100.0,90.0,3.0,306.0,,1250000
578,488,Cresselia,2006,4,Sub Legendary,1,Psychic,,1.5,85.6,1,Levitate,,,600.0,120.0,70.0,120.0,75.0,130.0,85.0,3.0,270.0,0.0,1250000
579,489,Phione,2006,4,Mythical,1,Water,,0.4,3.1,1,Hydration,,,480.0,80.0,80.0,80.0,80.0,80.0,80.0,30.0,216.0,,1250000
580,490,Manaphy,2006,4,Mythical,1,Water,,0.3,1.4,1,Hydration,,,600.0,100.0,100.0,100.0,100.0,100.0,100.0,3.0,270.0,,1250000
581,491,Darkrai,2006,4,Mythical,1,Dark,,1.5,50.5,1,Bad Dreams,,,600.0,70.0,90.0,90.0,135.0,90.0,125.0,3.0,270.0,,1250000
582,492,Shaymin Land Forme,2006,4,Mythical,1,Grass,,0.2,2.1,1,Natural Cure,,,600.0,100.0,100.0,100.0,100.0,100.0,100.0,45.0,270.0,,1250000
583,492,Shaymin Sky Forme,2006,4,Mythical,2,Grass,Flying,0.4,5.2,1,Serene Grace,,,600.0,100.0,103.0,75.0,120.0,75.0,127.0,45.0,270.0,,1059860
584,493,Arceus,2006,4,Mythical,1,Normal,,3.2,320.0,1,Multitype,,,720.0,120.0,120.0,120.0,120.0,120.0,120.0,3.0,324.0,,1059860
585,494,Victini,2010,5,Mythical,2,Psychic,Fire,0.4,4.0,1,Victory Star,,,600.0,100.0,100.0,100.0,100.0,100.0,100.0,3.0,270.0,,1250000
586,495,Snivy,2010,5,Normal,1,Grass,,0.6,8.1,2,Overgrow,,Contrary,308.0,45.0,45.0,55.0,45.0,55.0,63.0,45.0,62.0,87.5,1250000
587,496,Servine,2010,5,Normal,1,Grass,,0.8,16.0,2,Overgrow,,Contrary,413.0,60.0,60.0,75.0,60.0,75.0,83.0,45.0,145.0,87.5,1059860
588,497,Serperior,2010,5,Normal,1,Grass,,3.3,63.0,2,Overgrow,,Contrary,528.0,75.0,75.0,95.0,75.0,95.0,113.0,45.0,238.0,87.5,1059860
589,498,Tepig,2010,5,Normal,1,Fire,,0.5,9.9,2,Blaze,,Thick Fat,308.0,65.0,63.0,45.0,45.0,45.0,45.0,45.0,62.0,87.5,1059860
590,499,Pignite,2010,5,Normal,2,Fire,Fighting,1.0,55.5,2,Blaze,,Thick Fat,418.0,90.0,93.0,55.0,70.0,55.0,55.0,45.0,146.0,87.5,1059860
591,500,Emboar,2010,5,Normal,2,Fire,Fighting,1.6,150.0,2,Blaze,,Reckless,528.0,110.0,123.0,65.0,100.0,65.0,65.0,45.0,238.0,87.5,1059860
592,501,Oshawott,2010,5,Normal,1,Water,,0.5,5.9,2,Torrent,,Shell Armor,308.0,55.0,55.0,45.0,63.0,45.0,45.0,45.0,62.0,87.5,1059860
593,502,Dewott,2010,5,Normal,1,Water,,0.8,24.5,2,Torrent,,Shell Armor,413.0,75.0,75.0,60.0,83.0,60.0,60.0,45.0,145.0,87.5,1059860
594,503,Samurott,2010,5,Normal,1,Water,,1.5,94.6,2,Torrent,,Shell Armor,528.0,95.0,100.0,85.0,108.0,70.0,70.0,45.0,238.0,87.5,1059860
595,504,Patrat,2010,5,Normal,1,Normal,,0.5,11.6,3,Run Away,Keen Eye,Analytic,255.0,45.0,55.0,39.0,35.0,39.0,42.0,255.0,51.0,50.0,1059860
596,505,Watchog,2010,5,Normal,1,Normal,,1.1,27.0,3,Illuminate,Keen Eye,Analytic,420.0,60.0,85.0,69.0,60.0,69.0,77.0,255.0,147.0,50.0,1000000
597,506,Lillipup,2010,5,Normal,1,Normal,,0.4,4.1,3,Vital Spirit,Pickup,Run Away,275.0,45.0,60.0,45.0,25.0,45.0,55.0,255.0,55.0,50.0,1000000
598,507,Herdier,2010,5,Normal,1,Normal,,0.9,14.7,3,Intimidate,Sand Rush,Scrappy,370.0,65.0,80.0,65.0,35.0,65.0,60.0,120.0,130.0,50.0,1059860
599,508,Stoutland,2010,5,Normal,1,Normal,,1.2,61.0,3,Intimidate,Sand Rush,Scrappy,500.0,85.0,110.0,90.0,45.0,90.0,80.0,45.0,225.0,50.0,1059860
600,509,Purrloin,2010,5,Normal,1,Dark,,0.4,10.1,3,Limber,Unburden,Prankster,281.0,41.0,50.0,37.0,50.0,37.0,66.0,255.0,56.0,50.0,1059860
601,510,Liepard,2010,5,Normal,1,Dark,,1.1,37.5,3,Limber,Unburden,Prankster,446.0,64.0,88.0,50.0,88.0,50.0,106.0,90.0,156.0,50.0,1000000
602,511,Pansage,2010,5,Normal,1,Grass,,0.6,10.5,2,Gluttony,,Overgrow,316.0,50.0,53.0,48.0,53.0,48.0,64.0,190.0,63.0,87.5,1000000
603,512,Simisage,2010,5,Normal,1,Grass,,1.1,30.5,2,Gluttony,,Overgrow,498.0,75.0,98.0,63.0,98.0,63.0,101.0,75.0,174.0,87.5,1000000
604,513,Pansear,2010,5,Normal,1,Fire,,0.6,11.0,2,Gluttony,,Blaze,316.0,50.0,53.0,48.0,53.0,48.0,64.0,190.0,63.0,87.5,1000000
605,514,Simisear,2010,5,Normal,1,Fire,,1.0,28.0,2,Gluttony,,Blaze,498.0,75.0,98.0,63.0,98.0,63.0,101.0,75.0,174.0,87.5,1000000
606,515,Panpour,2010,5,Normal,1,Water,,0.6,13.5,2,Gluttony,,Torrent,316.0,50.0,53.0,48.0,53.0,48.0,64.0,190.0,63.0,87.5,1000000
607,516,Simipour,2010,5,Normal,1,Water,,1.0,29.0,2,Gluttony,,Torrent,498.0,75.0,98.0,63.0,98.0,63.0,101.0,75.0,174.0,87.5,1000000
608,517,Munna,2010,5,Normal,1,Psychic,,0.6,23.3,3,Forewarn,Synchronize,Telepathy,292.0,76.0,25.0,45.0,67.0,55.0,24.0,190.0,58.0,50.0,1000000
609,518,Musharna,2010,5,Normal,1,Psychic,,1.1,60.5,3,Forewarn,Synchronize,Telepathy,487.0,116.0,55.0,85.0,107.0,95.0,29.0,75.0,170.0,50.0,800000
610,519,Pidove,2010,5,Normal,2,Normal,Flying,0.3,2.1,3,Big Pecks,Super Luck,Rivalry,264.0,50.0,55.0,50.0,36.0,30.0,43.0,255.0,53.0,50.0,800000
611,520,Tranquill,2010,5,Normal,2,Normal,Flying,0.6,15.0,3,Big Pecks,Super Luck,Rivalry,358.0,62.0,77.0,62.0,50.0,42.0,65.0,120.0,125.0,50.0,1059860
612,521,Unfezant,2010,5,Normal,2,Normal,Flying,1.2,29.0,3,Big Pecks,Super Luck,Rivalry,488.0,80.0,115.0,80.0,65.0,55.0,93.0,45.0,220.0,50.0,1059860
613,522,Blitzle,2010,5,Normal,1,Electric,,0.8,29.8,3,Lightning Rod,Motor Drive,Sap Sipper,295.0,45.0,60.0,32.0,50.0,32.0,76.0,190.0,59.0,50.0,1059860
614,523,Zebstrika,2010,5,Normal,1,Electric,,1.6,79.5,3,Lightning Rod,Motor Drive,Sap Sipper,497.0,75.0,100.0,63.0,80.0,63.0,116.0,75.0,174.0,50.0,1000000
615,524,Roggenrola,2010,5,Normal,1,Rock,,0.4,18.0,3,Sturdy,Weak Armor,Sand Force,280.0,55.0,75.0,85.0,25.0,25.0,15.0,255.0,56.0,50.0,1000000
616,525,Boldore,2010,5,Normal,1,Rock,,0.9,102.0,3,Sturdy,Weak Armor,Sand Force,390.0,70.0,105.0,105.0,50.0,40.0,20.0,120.0,137.0,50.0,1059860
617,526,Gigalith,2010,5,Normal,1,Rock,,1.7,260.0,3,Sturdy,Sand Stream,Sand Force,515.0,85.0,135.0,130.0,60.0,80.0,25.0,45.0,232.0,50.0,1059860
618,527,Woobat,2010,5,Normal,2,Psychic,Flying,0.4,2.1,3,Unaware,Klutz,Simple,323.0,65.0,45.0,43.0,55.0,43.0,72.0,190.0,65.0,50.0,1059860
619,528,Swoobat,2010,5,Normal,2,Psychic,Flying,0.9,10.5,3,Unaware,Klutz,Simple,425.0,67.0,57.0,55.0,77.0,55.0,114.0,45.0,149.0,50.0,1000000
620,529,Drilbur,2010,5,Normal,1,Ground,,0.3,8.5,3,Sand Rush,Sand Force,Mold Breaker,328.0,60.0,85.0,40.0,30.0,45.0,68.0,120.0,66.0,50.0,1000000
621,530,Excadrill,2010,5,Normal,2,Ground,Steel,0.7,40.4,3,Sand Rush,Sand Force,Mold Breaker,508.0,110.0,135.0,60.0,50.0,65.0,88.0,60.0,178.0,50.0,1000000
622,531,Audino,2010,5,Normal,1,Normal,,1.1,31.0,3,Healer,Regenerator,Klutz,445.0,103.0,60.0,86.0,60.0,86.0,50.0,255.0,390.0,50.0,1000000
623,531,Mega Audino,2010,5,Normal,2,Normal,Fairy,1.5,32.0,1,Healer,,,545.0,103.0,60.0,126.0,80.0,126.0,50.0,255.0,425.0,50.0,800000
624,532,Timburr,2010,5,Normal,1,Fighting,,0.6,12.5,3,Guts,Sheer Force,Iron Fist,305.0,75.0,80.0,55.0,25.0,35.0,35.0,180.0,61.0,75.0,800000
625,533,Gurdurr,2010,5,Normal,1,Fighting,,1.2,40.0,3,Guts,Sheer Force,Iron Fist,405.0,85.0,105.0,85.0,40.0,50.0,40.0,90.0,142.0,75.0,1059860
626,534,Conkeldurr,2010,5,Normal,1,Fighting,,1.4,87.0,3,Guts,Sheer Force,Iron Fist,505.0,105.0,140.0,95.0,55.0,65.0,45.0,45.0,227.0,75.0,1059860
627,535,Tympole,2010,5,Normal,1,Water,,0.5,4.5,3,Swift Swim,Hydration,Water Absorb,294.0,50.0,50.0,40.0,50.0,40.0,64.0,255.0,59.0,50.0,1059860
628,536,Palpitoad,2010,5,Normal,2,Water,Ground,0.8,17.0,3,Swift Swim,Hydration,Water Absorb,384.0,75.0,65.0,55.0,65.0,55.0,69.0,120.0,134.0,50.0,1059860
629,537,Seismitoad,2010,5,Normal,2,Water,Ground,1.5,62.0,3,Swift Swim,Poison Touch,Water Absorb,509.0,105.0,95.0,75.0,85.0,75.0,74.0,45.0,229.0,50.0,1059860
630,538,Throh,2010,5,Normal,1,Fighting,,1.3,55.5,3,Guts,Inner Focus,Mold Breaker,465.0,120.0,100.0,85.0,30.0,85.0,45.0,45.0,163.0,100.0,1059860
631,539,Sawk,2010,5,Normal,1,Fighting,,1.4,51.0,3,Sturdy,Inner Focus,Mold Breaker,465.0,75.0,125.0,75.0,30.0,75.0,85.0,45.0,163.0,100.0,1000000
632,540,Sewaddle,2010,5,Normal,2,Bug,Grass,0.3,2.5,3,Swarm,Chlorophyll,Overcoat,310.0,45.0,53.0,70.0,40.0,60.0,42.0,255.0,62.0,50.0,1000000
633,541,Swadloon,2010,5,Normal,2,Bug,Grass,0.5,7.3,3,Leaf Guard,Chlorophyll,Overcoat,380.0,55.0,63.0,90.0,50.0,80.0,42.0,120.0,133.0,50.0,1059860
634,542,Leavanny,2010,5,Normal,2,Bug,Grass,1.2,20.5,3,Swarm,Chlorophyll,Overcoat,500.0,75.0,103.0,80.0,70.0,80.0,92.0,45.0,225.0,50.0,1059860
635,543,Venipede,2010,5,Normal,2,Bug,Poison,0.4,5.3,3,Poison Point,Swarm,Speed Boost,260.0,30.0,45.0,59.0,30.0,39.0,57.0,255.0,52.0,50.0,1059860
636,544,Whirlipede,2010,5,Normal,2,Bug,Poison,1.2,58.5,3,Poison Point,Swarm,Speed Boost,360.0,40.0,55.0,99.0,40.0,79.0,47.0,120.0,126.0,50.0,1059860
637,545,Scolipede,2010,5,Normal,2,Bug,Poison,2.5,200.5,3,Poison Point,Swarm,Speed Boost,485.0,60.0,100.0,89.0,55.0,69.0,112.0,45.0,218.0,50.0,1059860
638,546,Cottonee,2010,5,Normal,2,Grass,Fairy,0.3,0.6,3,Prankster,Infiltrator,Chlorophyll,280.0,40.0,27.0,60.0,37.0,50.0,66.0,190.0,56.0,50.0,1059860
639,547,Whimsicott,2010,5,Normal,2,Grass,Fairy,0.7,6.6,3,Prankster,Infiltrator,Chlorophyll,480.0,60.0,67.0,85.0,77.0,75.0,116.0,75.0,168.0,50.0,1000000
640,548,Petilil,2010,5,Normal,1,Grass,,0.5,6.6,3,Chlorophyll,Own Tempo,Leaf Guard,280.0,45.0,35.0,50.0,70.0,50.0,30.0,190.0,56.0,0.0,1000000
641,549,Lilligant,2010,5,Normal,1,Grass,,1.1,16.3,3,Chlorophyll,Own Tempo,Leaf Guard,480.0,70.0,60.0,75.0,110.0,75.0,90.0,75.0,168.0,0.0,1000000
642,550,Basculin Red-Striped Form,2010,5,Normal,1,Water,,1.0,18.0,3,Reckless,Adaptability,Mold Breaker,460.0,70.0,92.0,65.0,80.0,55.0,98.0,25.0,161.0,50.0,1000000
643,550,Basculin Blue-Striped Form,2010,5,Normal,1,Water,,1.0,18.0,3,Rock Head,Adaptability,Mold Breaker,460.0,70.0,92.0,65.0,80.0,55.0,98.0,25.0,161.0,50.0,1000000
644,551,Sandile,2010,5,Normal,2,Ground,Dark,0.7,15.2,3,Intimidate,Moxie,Anger Point,292.0,50.0,72.0,35.0,35.0,35.0,65.0,180.0,58.0,50.0,1059860
645,552,Krokorok,2010,5,Normal,2,Ground,Dark,1.0,33.4,3,Intimidate,Moxie,Anger Point,351.0,60.0,82.0,45.0,45.0,45.0,74.0,90.0,123.0,50.0,1059860
646,553,Krookodile,2010,5,Normal,2,Ground,Dark,1.5,96.3,3,Intimidate,Moxie,Anger Point,519.0,95.0,117.0,80.0,65.0,70.0,92.0,45.0,234.0,50.0,1059860
647,554,Darumaka,2010,5,Normal,1,Fire,,0.6,37.5,2,Hustle,,Inner Focus,315.0,70.0,90.0,45.0,15.0,45.0,50.0,120.0,63.0,50.0,1059860
648,554,Galarian Darumaka,2010,5,Normal,1,Ice,,0.7,40.0,2,Hustle,,Inner Focus,315.0,70.0,90.0,45.0,15.0,45.0,50.0,,,,1059860
649,555,Darmanitan Standard Mode,2010,5,Normal,1,Fire,,1.3,92.9,2,Sheer Force,,Zen Mode,480.0,105.0,140.0,55.0,30.0,55.0,95.0,60.0,168.0,50.0,1059860
650,555,Darmanitan Zen Mode,2010,5,Normal,2,Fire,Psychic,1.3,92.9,2,Sheer Force,,Zen Mode,540.0,105.0,30.0,105.0,140.0,105.0,55.0,60.0,189.0,50.0,1059860
651,555,Darmanitan Galarian Standard Mode,2010,5,Normal,1,Ice,,1.7,120.0,2,Gorilla Tactics,,Zen Mode,480.0,105.0,140.0,55.0,30.0,55.0,95.0,,,,1059860
652,555,Darmanitan Galarian Zen Mode,2010,5,Normal,2,Ice,Fire,1.7,120.0,2,Gorilla Tactics,,Zen Mode,540.0,105.0,160.0,55.0,30.0,55.0,135.0,,,,1059860
653,556,Maractus,2010,5,Normal,1,Grass,,1.0,28.0,3,Water Absorb,Chlorophyll,Storm Drain,461.0,75.0,86.0,67.0,106.0,67.0,60.0,255.0,161.0,50.0,1000000
654,557,Dwebble,2010,5,Normal,2,Bug,Rock,0.3,14.5,3,Sturdy,Shell Armor,Weak Armor,325.0,50.0,65.0,85.0,35.0,35.0,55.0,190.0,65.0,50.0,1000000
655,558,Crustle,2010,5,Normal,2,Bug,Rock,1.4,200.0,3,Sturdy,Shell Armor,Weak Armor,485.0,70.0,105.0,125.0,65.0,75.0,45.0,75.0,170.0,50.0,1000000
656,559,Scraggy,2010,5,Normal,2,Dark,Fighting,0.6,11.8,3,Shed Skin,Moxie,Intimidate,348.0,50.0,75.0,70.0,35.0,70.0,48.0,180.0,70.0,50.0,1000000
657,560,Scrafty,2010,5,Normal,2,Dark,Fighting,1.1,30.0,3,Shed Skin,Moxie,Intimidate,488.0,65.0,90.0,115.0,45.0,115.0,58.0,90.0,171.0,50.0,1000000
658,561,Sigilyph,2010,5,Normal,2,Psychic,Flying,1.4,14.0,3,Wonder Skin,Magic Guard,Tinted Lens,490.0,72.0,58.0,80.0,103.0,80.0,97.0,45.0,172.0,50.0,1000000
659,562,Yamask,2010,5,Normal,1,Ghost,,0.5,1.5,1,Mummy,,,303.0,38.0,30.0,85.0,55.0,65.0,30.0,190.0,61.0,50.0,1000000
660,562,Galarian Yamask,2010,5,Normal,2,Ground,Ghost,0.5,1.5,1,Wandering Spirit,,,303.0,38.0,55.0,85.0,30.0,65.0,30.0,,,,1000000
661,563,Cofagrigus,2010,5,Normal,1,Ghost,,1.7,76.5,1,Mummy,,,483.0,58.0,50.0,145.0,95.0,105.0,30.0,90.0,169.0,50.0,1000000
662,564,Tirtouga,2010,5,Normal,2,Water,Rock,0.7,16.5,3,Solid Rock,Sturdy,Swift Swim,355.0,54.0,78.0,103.0,53.0,45.0,22.0,45.0,71.0,87.5,1000000
663,565,Carracosta,2010,5,Normal,2,Water,Rock,1.2,81.0,3,Solid Rock,Sturdy,Swift Swim,495.0,74.0,108.0,133.0,83.0,65.0,32.0,45.0,173.0,87.5,1000000
664,566,Archen,2010,5,Normal,2,Rock,Flying,0.5,9.5,1,Defeatist,,,401.0,55.0,112.0,45.0,74.0,45.0,70.0,45.0,71.0,87.5,1000000
665,567,Archeops,2010,5,Normal,2,Rock,Flying,1.4,32.0,1,Defeatist,,,567.0,75.0,140.0,65.0,112.0,65.0,110.0,45.0,177.0,87.5,1000000
666,568,Trubbish,2010,5,Normal,1,Poison,,0.6,31.0,3,Stench,Sticky Hold,Aftermath,329.0,50.0,50.0,62.0,40.0,62.0,65.0,190.0,66.0,50.0,1000000
667,569,Garbodor,2010,5,Normal,1,Poison,,1.9,107.3,3,Stench,Weak Armor,Aftermath,474.0,80.0,95.0,82.0,60.0,82.0,75.0,60.0,166.0,50.0,1000000
668,570,Zorua,2010,5,Normal,1,Dark,,0.7,12.5,1,Illusion,,,330.0,40.0,65.0,40.0,80.0,40.0,65.0,75.0,66.0,87.5,1059860
669,571,Zoroark,2010,5,Normal,1,Dark,,1.6,81.1,1,Illusion,,,510.0,60.0,105.0,60.0,120.0,60.0,105.0,45.0,179.0,87.5,1059860
670,572,Minccino,2010,5,Normal,1,Normal,,0.4,5.8,3,Cute Charm,Technician,Skill Link,300.0,55.0,50.0,40.0,40.0,40.0,75.0,255.0,60.0,25.0,800000
671,573,Cinccino,2010,5,Normal,1,Normal,,0.5,7.5,3,Cute Charm,Technician,Skill Link,470.0,75.0,95.0,60.0,65.0,60.0,115.0,60.0,165.0,25.0,800000
672,574,Gothita,2010,5,Normal,1,Psychic,,0.4,5.8,3,Frisk,Competitive,Shadow Tag,290.0,45.0,30.0,50.0,55.0,65.0,45.0,200.0,58.0,25.0,1059860
673,575,Gothorita,2010,5,Normal,1,Psychic,,0.7,18.0,3,Frisk,Competitive,Shadow Tag,390.0,60.0,45.0,70.0,75.0,85.0,55.0,100.0,137.0,25.0,1059860
674,576,Gothitelle,2010,5,Normal,1,Psychic,,1.5,44.0,3,Frisk,Competitive,Shadow Tag,490.0,70.0,55.0,95.0,95.0,110.0,65.0,50.0,221.0,25.0,1059860
675,577,Solosis,2010,5,Normal,1,Psychic,,0.3,1.0,3,Overcoat,Magic Guard,Regenerator,290.0,45.0,30.0,40.0,105.0,50.0,20.0,200.0,58.0,50.0,1059860
676,578,Duosion,2010,5,Normal,1,Psychic,,0.6,8.0,3,Overcoat,Magic Guard,Regenerator,370.0,65.0,40.0,50.0,125.0,60.0,30.0,100.0,130.0,50.0,1059860
677,579,Reuniclus,2010,5,Normal,1,Psychic,,1.0,20.1,3,Overcoat,Magic Guard,Regenerator,490.0,110.0,65.0,75.0,125.0,85.0,30.0,50.0,221.0,50.0,1059860
678,580,Ducklett,2010,5,Normal,2,Water,Flying,0.5,5.5,3,Keen Eye,Big Pecks,Hydration,305.0,62.0,44.0,50.0,44.0,50.0,55.0,190.0,61.0,50.0,1000000
679,581,Swanna,2010,5,Normal,2,Water,Flying,1.3,24.2,3,Keen Eye,Big Pecks,Hydration,473.0,75.0,87.0,63.0,87.0,63.0,98.0,45.0,166.0,50.0,1000000
680,582,Vanillite,2010,5,Normal,1,Ice,,0.4,5.7,3,Ice Body,Snow Cloak,Weak Armor,305.0,36.0,50.0,50.0,65.0,60.0,44.0,255.0,61.0,50.0,1250000
681,583,Vanillish,2010,5,Normal,1,Ice,,1.1,41.0,3,Ice Body,Snow Cloak,Weak Armor,395.0,51.0,65.0,65.0,80.0,75.0,59.0,120.0,138.0,50.0,1250000
682,584,Vanilluxe,2010,5,Normal,1,Ice,,1.3,57.5,3,Ice Body,Snow Warning,Weak Armor,535.0,71.0,95.0,85.0,110.0,95.0,79.0,45.0,241.0,50.0,1250000
683,585,Deerling,2010,5,Normal,2,Normal,Grass,0.6,19.5,3,Chlorophyll,Sap Sipper,Serene Grace,335.0,60.0,60.0,50.0,40.0,50.0,75.0,190.0,67.0,50.0,1000000
684,586,Sawsbuck,2010,5,Normal,2,Normal,Grass,1.9,92.5,3,Chlorophyll,Sap Sipper,Serene Grace,475.0,80.0,100.0,70.0,60.0,70.0,95.0,75.0,166.0,50.0,1000000
685,587,Emolga,2010,5,Normal,2,Electric,Flying,0.4,5.0,2,Static,,Motor Drive,428.0,55.0,75.0,60.0,75.0,60.0,103.0,200.0,150.0,50.0,1000000
686,588,Karrablast,2010,5,Normal,1,Bug,,0.5,5.9,3,Swarm,Shed Skin,No Guard,315.0,50.0,75.0,45.0,40.0,45.0,60.0,200.0,63.0,50.0,1000000
687,589,Escavalier,2010,5,Normal,2,Bug,Steel,1.0,33.0,3,Swarm,Shell Armor,Overcoat,495.0,70.0,135.0,105.0,60.0,105.0,20.0,75.0,173.0,50.0,1000000
688,590,Foongus,2010,5,Normal,2,Grass,Poison,0.2,1.0,2,Effect Spore,,Regenerator,294.0,69.0,55.0,45.0,55.0,55.0,15.0,190.0,59.0,50.0,1000000
689,591,Amoonguss,2010,5,Normal,2,Grass,Poison,0.6,10.5,2,Effect Spore,,Regenerator,464.0,114.0,85.0,70.0,85.0,80.0,30.0,75.0,162.0,50.0,1000000
690,592,Frillish,2010,5,Normal,2,Water,Ghost,1.2,33.0,3,Water Absorb,Cursed Body,Damp,335.0,55.0,40.0,50.0,65.0,85.0,40.0,190.0,67.0,50.0,1000000
691,593,Jellicent,2010,5,Normal,2,Water,Ghost,2.2,135.0,3,Water Absorb,Cursed Body,Damp,480.0,100.0,60.0,70.0,85.0,105.0,60.0,60.0,168.0,50.0,1000000
692,594,Alomomola,2010,5,Normal,1,Water,,1.2,31.6,3,Healer,Hydration,Regenerator,470.0,165.0,75.0,80.0,40.0,45.0,65.0,75.0,165.0,50.0,800000
693,595,Joltik,2010,5,Normal,2,Bug,Electric,0.1,0.6,3,Compound Eyes,Unnerve,Swarm,319.0,50.0,47.0,50.0,57.0,50.0,65.0,190.0,64.0,50.0,1000000
694,596,Galvantula,2010,5,Normal,2,Bug,Electric,0.8,14.3,3,Compound Eyes,Unnerve,Swarm,472.0,70.0,77.0,60.0,97.0,60.0,108.0,75.0,165.0,50.0,1000000
695,597,Ferroseed,2010,5,Normal,2,Grass,Steel,0.6,18.8,2,Iron Barbs,,Anticipation,305.0,44.0,50.0,91.0,24.0,86.0,10.0,255.0,61.0,50.0,1000000
696,598,Ferrothorn,2010,5,Normal,2,Grass,Steel,1.0,110.0,2,Iron Barbs,,Anticipation,489.0,74.0,94.0,131.0,54.0,116.0,20.0,90.0,171.0,50.0,1000000
697,599,Klink,2010,5,Normal,1,Steel,,0.3,21.0,3,Plus,Minus,Clear Body,300.0,40.0,55.0,70.0,45.0,60.0,30.0,130.0,60.0,,1059860
698,600,Klang,2010,5,Normal,1,Steel,,0.6,51.0,3,Plus,Minus,Clear Body,440.0,60.0,80.0,95.0,70.0,85.0,50.0,60.0,154.0,,1059860
699,601,Klinklang,2010,5,Normal,1,Steel,,0.6,81.0,3,Plus,Minus,Clear Body,520.0,60.0,100.0,115.0,70.0,85.0,90.0,30.0,234.0,,1059860
700,602,Tynamo,2010,5,Normal,1,Electric,,0.2,0.3,1,Levitate,,,275.0,35.0,55.0,40.0,45.0,40.0,60.0,190.0,55.0,50.0,1250000
701,603,Eelektrik,2010,5,Normal,1,Electric,,1.2,22.0,1,Levitate,,,405.0,65.0,85.0,70.0,75.0,70.0,40.0,60.0,142.0,50.0,1250000
702,604,Eelektross,2010,5,Normal,1,Electric,,2.1,80.5,1,Levitate,,,515.0,85.0,115.0,80.0,105.0,80.0,50.0,30.0,232.0,50.0,1250000
703,605,Elgyem,2010,5,Normal,1,Psychic,,0.5,9.0,3,Telepathy,Synchronize,Analytic,335.0,55.0,55.0,55.0,85.0,55.0,30.0,255.0,67.0,50.0,1000000
704,606,Beheeyem,2010,5,Normal,1,Psychic,,1.0,34.5,3,Telepathy,Synchronize,Analytic,485.0,75.0,75.0,75.0,125.0,95.0,40.0,90.0,170.0,50.0,1000000
705,607,Litwick,2010,5,Normal,2,Ghost,Fire,0.3,3.1,3,Flash Fire,Flame Body,Infiltrator,275.0,50.0,30.0,55.0,65.0,55.0,20.0,190.0,55.0,50.0,1059860
706,608,Lampent,2010,5,Normal,2,Ghost,Fire,0.6,13.0,3,Flash Fire,Flame Body,Infiltrator,370.0,60.0,40.0,60.0,95.0,60.0,55.0,90.0,130.0,50.0,1059860
707,609,Chandelure,2010,5,Normal,2,Ghost,Fire,1.0,34.3,3,Flash Fire,Flame Body,Infiltrator,520.0,60.0,55.0,90.0,145.0,90.0,80.0,45.0,234.0,50.0,1059860
708,610,Axew,2010,5,Normal,1,Dragon,,0.6,18.0,3,Rivalry,Mold Breaker,Unnerve,320.0,46.0,87.0,60.0,30.0,40.0,57.0,75.0,64.0,50.0,1250000
709,611,Fraxure,2010,5,Normal,1,Dragon,,1.0,36.0,3,Rivalry,Mold Breaker,Unnerve,410.0,66.0,117.0,70.0,40.0,50.0,67.0,60.0,144.0,50.0,1250000
710,612,Haxorus,2010,5,Normal,1,Dragon,,1.8,105.5,3,Rivalry,Mold Breaker,Unnerve,540.0,76.0,147.0,90.0,60.0,70.0,97.0,45.0,243.0,50.0,1250000
711,613,Cubchoo,2010,5,Normal,1,Ice,,0.5,8.5,3,Snow Cloak,Slush Rush,Rattled,305.0,55.0,70.0,40.0,60.0,40.0,40.0,120.0,61.0,50.0,1000000
712,614,Beartic,2010,5,Normal,1,Ice,,2.6,260.0,3,Snow Cloak,Slush Rush,Swift Swim,505.0,95.0,130.0,80.0,70.0,80.0,50.0,60.0,177.0,50.0,1000000
713,615,Cryogonal,2010,5,Normal,1,Ice,,1.1,148.0,1,Levitate,,,515.0,80.0,50.0,50.0,95.0,135.0,105.0,25.0,180.0,,1000000
